no,cafename,area,location,time,dayoff,image,dessert,pet,nokids,takeout,delivery,meeting,franchise,parking,price,xlocation,ylocation,score,count,average
1,BLueRibBon,가좌동,경남 진주시 진주대로500번길 38,월~금 11:00 ~ 23:00 / 토~일 11:00 ~ 24:00,,/public/cafe/가좌동/BLueRibBon.jpg,0,0,0,0,0,0,0,0,4000,35.15036344,128.1045368,0,0,0
2,Cherish,가좌동,경남 진주시 가좌길 15 2층,월~일 12:00 ~ 22:00,,/public/cafe/가좌동/Cherish.jpg,0,0,0,0,0,1,0,0,4300,35.15606635,128.1058209,0,0,0
3,TALE coffee,가좌동,경남 진주시 가좌길 63 1층 테일,월~토 08:30 ~ 00:30 / 일 12:00 ~ 22:30,,/public/cafe/가좌동/TALE coffee.jpg,0,0,0,0,1,1,0,1,3700,35.1597064,128.1056079,0,0,0
4,공차 경상대점,가좌동,경남 진주시 진주대로 536 1동 103-1호,월~일 09:00 ~ 22:30,,/public/cafe/가좌동/공차 경상대점.jpg,0,0,0,0,0,0,1,0,3700,35.1542214,128.1070231,0,0,0
5,데이지,가좌동,경남 진주시 진주대로 500 1층,월~금 10:30 ~ 22:00 / 토~일 12:00 ~ 21:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,4500,35.15153719,128.1047361,0,0,0
6,두스두스,가좌동,경남 진주시 강변길20번길 20 1층,화~일 11:00 ~ 21:00,월,/public/cafe/가좌동/두스두스.png,0,1,0,0,0,0,0,1,4200,35.16629742,128.1094057,0,0,0
7,라튤립,가좌동,경남 진주시 강변길 20,화~토 12:00 ~ 21:00 / 일 12:00 ~ 19:00,월,/public/cafe/가좌동/라튤립.jpg,1,0,0,0,0,0,0,0,4500,35.16555938,128.1106017,0,0,0
8,루씨르,가좌동,경남 진주시 가좌길 22 2층,월~토 11:30 ~ 22:00,일,/public/cafe/가좌동/루씨르.jpg,0,0,0,0,0,0,0,0,2500,35.15643715,128.1055045,0,0,0
9,반반스프링스커피 경대점,가좌동,경남 진주시 가좌안골길6번길 1 1층 반반스프링스커피,월~일 00:00 ~ 24:00(24시간 영업),,/public/cafe/가좌동/반반스프링스커피 경대점.jpg,0,0,0,0,0,1,1,0,4200,35.15375159,128.107166,0,0,0
10,빽다방 진주경상대1호점,가좌동,경남 진주시 진주대로516번길 6-1 가자상가 103호/ 201호,월~토 08:30 ~ 22:30,일,/public/cafe/logo.png,0,0,0,1,0,0,1,0,2000,35.15222385,128.1060849,0,0,0
11,빽다방 진주경상대후문점,가좌동,경남 진주시 가좌길 17-1 1층,월~목 08:00 ~ 22:00 / 금 08:00 ~ 21:00 / 토~일 09:00 ~ 21:00,,/public/cafe/가좌동/빽다방 진주경상대후문점.png,0,0,0,1,0,0,1,0,2000,35.15611755,128.105544,0,0,0
12,센트럴베이크샵,가좌동,경남 진주시 진주대로 506-1 1층 센트럴베이크샵,월~토 10:00 ~ 22:00 / 일 10:00 ~ 21:00,,/public/cafe/가좌동/센트럴베이크샵.jpg,1,0,0,0,0,1,0,1,4500,35.15205601,128.105425,0,0,0
13,소소커피,가좌동,경남 진주시 가좌길64번길 1 소소커피,월~토 12:00 ~ 22:00,일,/public/cafe/가좌동/소소커피.jpg,1,1,0,0,0,0,0,0,4000,35.15970573,128.1059185,0,0,0
14,스타벅스 진주경상대점,가좌동,경남 진주시 진주대로 510,월~일 07:30 ~ 22:00,,/public/cafe/가좌동/스타벅스 진주경상대점.jpg,0,0,0,0,0,0,1,0,4500,35.15242761,128.1056725,0,0,0
15,아버브런치앤커피,가좌동,경남 진주시 진주역로 114 4동 109호 (시티프라디움2차 광장쪽 상가),월~금 09:00 ~ 17:00 / 토 11:00 ~ 15:00,일,/public/cafe/logo.png,0,0,0,0,0,0,0,0,3500,35.15171296,128.1156809,0,0,0
16,아펠토,가좌동,경남 진주시 진주대로542번길 9-1,월~일 12:00 ~ 22:00,,/public/cafe/가좌동/아펠토.jpg,0,0,0,0,1,1,0,1,4000,35.15491032,128.1081708,0,0,0
17,에피소드02,가좌동,경남 진주시 진주대로568번길 5 1층,화~금 / 일 12:00 ~ 21:00,화 / 토 / 마지막주 일요일,/public/cafe/가좌동/에피소드02.jpg,1,0,0,0,0,0,0,0,3800,35.15741614,128.1081286,0,0,0
18,와플대학 진주 경상대 캠퍼스,가좌동,경남 진주시 가좌길29번길 16,월~토 11:30 ~ 22:00,일,/public/cafe/가좌동/와플대학 진주 경상대 캠퍼스.jpg,0,0,0,0,0,0,0,0,2500,35.15666145,128.1036989,0,0,0
19,카페 와이와이와이,가좌동,경남 진주시 강변길20번길 14 1층,월~일 10:30 ~ 23:00,,/public/cafe/가좌동/카페 와이와이와이.jpg,1,0,0,0,1,0,0,1,5000,35.16613021,128.1099298,0,0,0
20,카페인더박스,가좌동,경남 진주시 강변길20번길 18 1층,월 / 수~일 12:00 ~ 21:00,화,/public/cafe/가좌동/카페인더박스.jpg,1,0,0,0,0,0,0,1,4000,35.16626322,128.1095775,0,0,0
21,커피를 예술로 하는남자 Cafe&Bar,가좌동,경남 진주시 가좌길64번길 3-1 커피를 예술로 하는남자,월~금 11:00 ~ 24:00 / 토~일 12:00 ~ 24:00,,/public/cafe/가좌동/커피로 예술하는 남자 커예남.jpg,0,1,0,0,1,1,0,0,4000,35.1596268,128.1060545,0,0,0
22,투썸플레이스 진주경상대점,가좌동,경남 진주시 진주대로 504,월~일 09:00 ~ 22:00,,/public/cafe/가좌동/투썸플레이스 진주경상대점.jpg,0,0,0,0,0,0,1,0,4000,35.15187011,128.1052426,0,0,0
23,하이드파크,가좌동,경남 진주시 개양로119번길 6 1층,월~일 09:00 ~ 21:30,,/public/cafe/가좌동/하이드파크,0,0,0,0,0,0,0,0,4500,35.15416124,128.119659,0,0,0
24,U coffee,강남동,경남 진주시 진주대로891번길 59,,,/public/cafe/강남동/U coffee.jpg,1,0,0,0,0,0,0,0,1800,35.18362167,128.087354,0,0,0
25,감성커피 진주강남점,강남동,경남 진주시 진주대로 945 1층 감성커피,월~일 10:30~22:00,,/public/cafe/강남동/감성커피 진주강남점.jpg,1,0,0,0,1,1,1,0,1900,35.18442073,128.0881613,0,0,0
26,강남동16-5,강남동,경남 진주시 진주대로 965,,,/public/cafe/강남동/강남동16-5.jpg,1,0,0,0,0,0,0,0,3500,35.18615956,128.087253,0,0,0
27,나우커피 진주강남점,강남동,경남 진주시 망경로298번길 9,24시간 영업,,/public/cafe/강남동/나우커피 진주강남점.jpg,0,0,0,1,0,0,1,0,1400,35.18514208,128.0863697,0,0,0
28,더달아,강남동,경남 진주시 진주대로986번길 8-1,월~일 11:00~22:00,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.18760047,128.0874837,0,0,0
29,뚜레쥬르 진주강남점,강남동,경남 진주시 진주대로 895,월~일 8:00~22:00,,/public/cafe/강남동/뚜레쥬르 진주강남점.jpg,0,0,0,0,0,0,1,0,3500,35.18030282,128.0902199,0,0,0
30,요거프레소 진주강남점,강남동,경남 진주시 진주대로953번길 6,월~일 9:00~22:00,,/public/cafe/강남동/요거프레소 진주강남점.jpg,0,0,0,0,0,0,1,0,3200,35.18538221,128.0875019,0,0,0
31,이디야커피 진주강남동점,강남동,경남 진주시 진주대로929번길 15,월~일 10:00~22:00,,/public/cafe/강남동/이디야커피 진주강남동점.jpg,0,0,0,0,0,0,1,0,3200,35.18190624,128.0887172,0,0,0
32,카페 뮈렌,강남동,경남 진주시 망경로297번길 8,월~일 10:00~23:00,,/public/cafe/강남동/카페 뮈렌.jpg,1,0,0,0,1,1,0,1,5000,35.18598533,128.0859482,0,0,0
33,카페진담,강남동,경남 진주시 진주대로 891 1층 일부(버스정류장 앞),월~금 8:00~19:00 / 토 8:30~15:00,일,/public/cafe/강남동/카페 진담.png,1,0,0,0,1,0,0,1,3400,35.17985833,128.0902771,0,0,0
34,커피마마스,강남동,경남 진주시 진주대로891번길 5,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,3000,35.17966774,128.0901024,0,0,0
35,커피에반하다 진주센텀병원점,강남동,경남 진주시 진주대로941번길 8 진주센텀정형외과내과병원,,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,10000,35.18422339,128.0876948,0,0,0
36,커피콩 ,강남동,경남 진주시 진주대로 913,월~일 8:00~21:00,,/public/cafe/강남동/커피콩.jpg,0,0,0,0,0,0,0,0,2500,35.18172366,128.0894657,0,0,0
37,더웨이닝커피 봉안점,계동,경남 진주시 촉석로185번길 11,,,/public/cafe/계동/더웨이닝커피 봉안점.jpg,0,0,0,0,0,0,1,0,2000,35.19613227,128.0818088,0,0,0
38,무드온,계동,경남 진주시 진주대로1108번길 7 2층 무드온,목~화 13:00~21:00,,/public/cafe/계동/무드온.jpg,1,0,0,0,0,0,0,0,4000,35.19754763,128.0813992,0,0,0
39,보보스101,계동,경남 진주시 진주대로 1110 하얀메디컬 1층,월~토 9:00~18:00 / 수 9:00~20:00,일,/public/cafe/계동/보보스101.jpg,0,0,0,0,0,0,0,0,3900,35.19727634,128.0812881,0,0,0
40,소곡집,계동,경남 진주시 비봉로58번길 12 2층,월~일 11:30~22:00,,/public/cafe/계동/소곡집.jpg,1,0,0,0,1,0,0,0,4000,35.19599381,128.0814077,0,0,0
41,오오25,계동,경남 진주시 비봉로62번길 14-1 1층 오오25,월~일 11:00~21:00,,/public/cafe/계동/오오25.jpg,1,0,0,0,1,1,0,0,4000,35.19636047,128.0814364,0,0,0
42,카라,계동,경남 진주시 비봉로 50-1,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19521141,128.0804869,0,0,0
43,카페보리수,계동,경남 진주시 진주대로 1117,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19653179,128.0806407,0,0,0
44,금곡커피,금곡면,경남 진주시 금곡면 월아산로 108-1 금곡커피,월~토 10:00 ~ 22:00,,/public/cafe/금곡면/금곡커피.jpg,1,0,0,0,0,0,0,0,2000,35.09125794,128.1871205,0,0,0
45,박앤갤러리카페,금곡면,경남 진주시 금곡면 월아산로 305,월~일 11:00 ~ 21:00,일,/public/cafe/금곡면/박앤갤러리카페.jpg,1,0,0,0,0,0,0,0,4000,35.1082323,128.1807491,0,0,0
46,음료충전소,금곡면,경남 진주시 금곡면 월아산로 620,월~토 11:00 ~ 18:00,일,/public/cafe/금곡면/음료충전소.jpg,1,0,0,0,0,0,0,1,2500,35.13107071,128.1719843,0,0,0
47,나우커피 진주금산점,금산면,경남 진주시 금산면 금산순환로22번길 17 흥한골든빌 1층 102호,월~일 00:00 ~ 24:00(24시간 영업),,/public/cafe/금산면/나우커피 진주금산점.jpg,0,0,0,1,1,0,1,1,1400,35.21540144,128.1489199,0,0,0
48,네모별베이커리,금산면,경남 진주시 금산면 금산순환로 646 2층,,월,/public/cafe/logo.png,0,0,0,0,0,0,0,0,4000,35.21266572,128.1508977,0,0,0
49,노네집,금산면,경남 진주시 금산면 금산순환로89번길 31,월~토 11:00 ~ 19:00,일,/public/cafe/금산면/노네집.jpg,0,0,0,0,0,1,0,1,4000,35.22136159,128.1481494,0,0,0
50,더벤티 진주금산점,금산면,경남 진주시 금산면 중천로 84 101호 더 벤티,월~일 07:30 ~ 21:30,,/public/cafe/금산면/더벤티 진주금산점.jpg,0,0,0,0,0,0,1,0,1800,35.21740303,128.1460575,0,0,0
51,라브리애,금산면,경남 진주시 금산면 월아산로 1539-1,월~일 10:00 ~ 21:30,,/public/cafe/금산면/라브리애.jpg,1,0,0,0,0,1,0,1,5000,35.19712783,128.1645735,0,0,0
52,멜로우나인,금산면,경남 진주시 금산면 금산로 144,월~일 10:00 ~ 22:30,,/public/cafe/금산면/멜로우나인.jpg,1,0,0,0,0,1,0,1,4200,35.21211068,128.1507106,0,0,0
53,버블이 진주금산점,금산면,경남 진주시 금산면 중천로 79 1층 106호,월~일 10:00 ~ 21:00,,/public/cafe/금산면/버블이 진주금산점.jpg,1,0,0,0,0,0,0,0,2000,35.21792559,128.1460868,0,0,0
54,봉스베리,금산면,경남 진주시 금산면 덕의길 34-12 1층,월~화/ 목~일 11:00 ~ 21:00,수,/public/cafe/금산면/봉스베리.jpg,0,0,0,0,1,1,0,1,4000,35.22065092,128.1469137,0,0,0
55,빽다방 진주금산점,금산면,경남 진주시 금산면 중천로 80,월~일 08:00 ~ 21:00,,/public/cafe/금산면/빽다방 진주금산점.jpg,0,0,0,1,0,0,1,0,2000,35.2176367,128.1457467,0,0,0
56,엔제리너스 진주금호못점,금산면,경남 진주시 금산면 금산순환로587번길 117,월~일 09:00 ~ 23:00,,/public/cafe/금산면/엔제리너스 진주금호못점.jpg,0,0,0,0,0,0,1,1,4500,35.20840239,128.1540642,0,0,0
57,옳커피,금산면,경남 진주시 금산면 갈전길124번길 15 옳커피,월~일 11:00 ~ 20:00,,/public/cafe/금산면/옳커피.jpg,0,0,1,0,0,0,0,0,5000,35.19077423,128.1663093,0,0,0
58,이늘카페,금산면,경남 진주시 금산면 금산순환로402번길 11 이늘카페,월~일 11:00 ~ 21:00,,/public/cafe/금산면/이늘카페.jpg,1,0,0,0,0,1,0,1,5500,35.23013905,128.1631781,0,0,0
59,이디야 금산점,금산면,경남 진주시 금산면 중천로 83,월~일 09:00 ~ 23:00,,/public/cafe/금산면/이디야 금산점.jpg,0,0,0,0,0,0,1,0,3200,35.21769237,128.1463695,0,0,0
60,이뮨베이커리 진주금산점,금산면,경남 진주시 금산면 금산순환로 9 1층,월~일 08:00 ~ 22:00,,/public/cafe/금산면/이뮨베이커리 진주금산점.jpg,0,0,0,0,1,0,0,0,2200,5.215264461,128.1462087,0,0,0
61,천씨씨커피 진주금산점,금산면,경남 진주시 금산면 금산로 89,월~일 08:30 ~ 22:00,,/public/cafe/금산면/천씨시커피 진주금산점.jpg,1,0,0,0,0,0,1,0,2000,35.21465464,128.1461521,0,0,0
62,청솔,금산면,경남 진주시 금산면 월아산로1440번길 91,월 10:00 ~ 15:00 / 화~일 10:00 ~ 20:30,,/public/cafe/금산면/청솔.jpg,0,0,0,0,0,0,0,1,5000,35.18898868,128.1760571,0,0,0
63,카페금산,금산면,경남 진주시 금산면 금산순환로12번길 25,월~금 11:30 ~ 23:00 / 토~일 11:00 ~ 23:00,,/public/cafe/금산면/카페금산.jpg,1,0,0,0,1,0,0,1,4100,35.21416246,128.1483569,0,0,0
64,카페디어제이,금산면,경남 진주시 금산면 금산순환로12번길 10-2 1층 카페디어제이,월~토 10:00 ~ 22:00 / 일 13:00 ~ 21:00,,/public/cafe/금산면/카페디어제이.jpg,1,0,0,0,0,0,0,1,4500,35.21524806,128.147236,0,0,0
65,카페율희당,금산면,경남 진주시 금산면 금산순환로12번길 24 1층,화~일 10:00 ~ 20:00,월,/public/cafe/금산면/카페율희당.jpg,1,1,0,0,1,0,0,1,3800,35.21451433,128.148005,0,0,0
66,컴포즈커피 진주금산점,금산면,경남 진주시 금산면 금산로 88 컴포즈커피 진주금산점,월~토 08:00 ~ 21:30 / 일 08:00 ~ 21:00,,/public/cafe/금산면/컴포즈커피 진주금산점.jpg,0,0,0,0,1,0,0,1,2000,35.2144945,128.1458842,0,0,0
67,하우스오브금산,금산면,경남 진주시 금산면 금산순환로80번길 7,월~일 09:00 ~ 22:00,,/public/cafe/금산면/하우스오브 금산.jpg,1,0,0,0,0,1,0,1,4800,35.22062409,128.151402,0,0,0
68,핸즈커피 금산점,금산면,경남 진주시 금산면 중천리 32-6,월~일 09:00 ~ 22:30,,/public/cafe/금산면 핸즈커피 금산점.jpg,0,0,0,0,0,0,0,1,3800,35.20790152,128.1502693,0,0,0
69,록하커피,남성동,경남 진주시 남강로 571-1 1층,,,/public/cafe/남성동/록하커피.jpg,1,0,0,0,0,0,0,1,4500,35.18879742,128.0749443,0,0,0
70,진주성카페,남성동,경남 진주시 남강로 626-100 1층,월~일 9:00~21:30,,/public/cafe/남성동/진주성카페.jpg,1,0,0,0,0,0,0,0,4500,35.18823407,128.0782834,0,0,0
71,진주운석빵커피,남성동,경남 진주시 남강로 626-35,화~일 9:00~18:00,월,/public/cafe/남성동/진주운석빵커피.jpg,0,0,0,0,0,0,0,0,4500,35.18901371,128.0768441,0,0,0
72,카페하우스민,남성동,경남 진주시 남강로 626,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.19043372,128.0802222,0,0,0
73,그래나동,내동면,경남 진주시 내동면 내동로 274 1층,화~금 07:00 ~ 21:00 / 토~일 11:00 ~ 21:00,월,/public/cafe/내동면/그래나동.jpg,1,0,0,0,0,1,0,1,4000,35.14873123,128.0945698,0,0,0
74,나동카페,내동면,경남 진주시 내동면 순환로 390,월~금 10:00 ~ 20:00 / 토~일 11:00 ~ 20:00,4번째 일,/public/cafe/내동면/나동카페.jpg,1,0,0,0,0,0,0,1,3000,35.16111199,128.0689039,0,0,0
75,나무그늘,내동면,경남 진주시 내동면 내축로577번길 59,월~일 11:00 ~ 22:00,,/public/cafe/내동면/나무그늘.jpg,0,0,0,0,0,1,0,1,6500,35.13496011,128.0134071,0,0,0
76,아오라,내동면,경남 진주시 내동면 망경로 17,월~일 10:30 ~ 22:30,,/public/cafe/내동면/아오라.jpg,1,0,1,0,0,1,0,1,5500,35.1671281,128.0672193,0,0,0
77,카페더라운지,내동면,경남 진주시 내동면 내축로 523 카페더라운지,월~일 10:30 ~ 19:00,,/public/cafe/내동면/카페더라운지.jpg,1,0,0,0,0,0,0,1,4500,35.1288852,128.0226606,0,0,0
78,커피샵508,내동면,경남 진주시 내동면 경서대로4030번길 27,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.14857742,128.029244,0,0,0
79,포코커피숍,대곡면,경남 진주시 대곡면 진의로 1114 빅마트 맞은편,월~일 11:00 ~ 22:00,,/public/cafe/대곡면/포코커피숍.jpg,0,0,0,0,0,0,0,0,4000,35.26618668,128.1690254,0,0,0
80,흔SCAFE,대곡면,경남 진주시 대곡면 진의로1079번길 13,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.26254513,128.1681123,0,0,0
81,공차 진주대안점,대안동,경남 진주시 진양호로531번길 10,월~일 11:00~22:00,,/public/cafe/대안동/공차 진주대안점.jpg,0,0,0,0,0,0,1,0,3700,35.19356348,128.083552,0,0,0
82,글래드투미츄,대안동,경남 진주시 진주대로1079번길 9 1층,월~일 9:00~21:00,,/public/cafe/대안동/글래드투미츄.jpg,0,1,0,0,1,0,0,0,3000,35.19553078,128.0824703,0,0,0
83,꿀단지과일카페,대안동,경남 진주시 진양호로547번길 13-1,월~일 10:00~20:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,990,35.19433941,128.0843675,0,0,0
84,더로맨티크,대안동,경남 진주시 대안동 21,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.19353945,128.0841119,0,0,0
85,더리터 진주중앙점,대안동,경남 진주시 진주대로1070번길 9,월~금 8:00~22:00 / 토~일 9:00~22:00,,/public/cafe/logo.png,0,0,0,1,0,0,1,0,2000,35.19531291,128.0845886,0,0,0
86,더벤티 진주대안점 ,대안동,경남 진주시 촉석로 187,월~일 9:00~21:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,1800,35.19537947,128.0825284,0,0,0
87,더식스,대안동,경남 진주시 진주대로1063번길 3 2층,수~월 10:00~20:00,,/public/cafe/대안동/더식스.jpg,1,0,0,0,1,0,0,0,4000,35.19423005,128.0836261,0,0,0
88,던킨 진주대안점,대안동,경남 진주시 진주대로 1061,월~일 8:30~22:30,,/public/cafe/대안동/던킨 진주대안점.jpg,0,0,0,0,0,0,1,0,3700,35.19423839,128.0837209,0,0,0
89,맛쪼아,대안동,경남 진주시 촉석로202번길 13-1,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19457743,128.0844998,0,0,0
90,민희커피,대안동,경남 진주시 진양호로547번길 10-24,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19432101,128.0848019,0,0,0
91,반반스프링스 대안점,대안동,경남 진주시 촉석로202번길 9 1층/ 2층 반반스프링스,월~일 10:00~22:00,,/public/cafe/대안동/반반스프링스 대안점.jpg,0,0,0,0,0,1,1,0,2800,35.19497804,128.0843611,0,0,0
92,배스킨라빈스 진주대안점,대안동,경남 진주시 진주대로1063번길 12 (대안동) 1층,월~일 10:00~23:00,,/public/cafe/대안동/배스킨라빈스 진주대안점.jpg,0,0,0,0,0,0,1,0,2500,35.19426072,128.0827967,0,0,0
93,사랑별,대안동,경남 진주시 중앙시장길 29-18,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19476964,128.084725,0,0,0
94,삼각지다방,대안동,경남 진주시 진양호로547번길 8-1,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19391448,128.0848967,0,0,0
95,설빙진주중앙점,대안동,경남 진주시 진양호로527번길 12 2층,월~일 11:30~23:00,,/public/cafe/대안동/설빙진주중앙점.jpg,0,0,0,0,0,0,0,0,3500,35.19372107,128.0830238,0,0,0
96,실버카페 사랑채,대안동,경남 진주시 중앙시장길 22-11 실버카페 사랑채,월~토 10:00~18:00 / 일 10:00~18:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,2000,35.19437736,128.0853125,0,0,0
97,유니맘마,대안동,경남 진주시 진양호로 531 유니맘마,월~일 10:00~20:30,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,2500,35.1930723,128.0835993,0,0,0
98,젤코바 1920 목공예갤러리 카페,대안동,경남 진주시 진양호로 531,화~일 11:30~22:00,월,/public/cafe/대안동/젤코바 1920 목공예갤러리 카페.jpg,1,0,0,0,0,0,0,0,4000,35.1930723,128.0835993,0,0,0
99,조타커피 대안점,대안동,경남 진주시 진주대로 1067-1 1층 조타커피 대안점,월~일 8:00~20:00,매달 3번째 월,/public/cafe/대안동/조타커피 대안점.jpg,0,0,0,1,0,0,0,0,1800,35.19471395,128.0835057,0,0,0
100,천씨씨커피 차없는거리점,대안동,경남 진주시 촉석로186번길 7,월~일 8:30~22:00,,/public/cafe/logo.png,1,0,0,0,0,0,1,0,1500,35.19452093,128.0826958,0,0,0
101,킹사이즈커피 진주 대안점,대안동,경남 진주시 진주대로1079번길 9-1,월~일 9:00~22:30,,/public/cafe/대안동/킹사이즈커피 진주 대안점.jpg,0,0,0,1,1,0,0,0,1500,35.19549709,128.0823471,0,0,0
102,파리바게뜨 진주대안점,대안동,경남 진주시 진주대로 1069 .,월~일 7:00~23:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,3700,35.19499975,128.0834161,0,0,0
103,하삼동커피 진주대안점,대안동,경남 진주시 진양호로527번길 2 1층,,,/public/cafe/대안동/하삼동커피 진주대안점.jpg,0,0,0,0,1,0,1,0,1500,35.19299074,128.0832259,0,0,0
104,청동기카페,대평면,경남 진주시 대평면 호반로 1353,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,2500,35.22438437,127.9619666,0,0,0
105,카페앤,대평면,경남 진주시 대평면 금성로 439,화~일 12:00 ~ 19:00,월,/public/cafe/대평면/카페앤.jpg,1,0,0,0,0,0,0,1,5500,35.16091674,127.9885735,0,0,0
106,AES(이스),동성동,경남 진주시 진주대로1032번길 4-1,월~금 10:00~18:00 / 토~일 10:00~18:00,,/public/cafe/동성동/AES(이스).jpg,0,0,0,0,0,0,0,0,3500,35.19174169,128.0852316,0,0,0
107,DSD Coffee Roasters,동성동,경남 진주시 진주대로 1034-1 1층,월~토 11:00~20:00,일,/public/cafe/동성동/DSD Coffee Roasters.jpg,0,0,0,0,0,0,0,0,4500,35.19195011,128.0850367,0,0,0
108,갤러리카페안,동성동,경남 진주시 진양호로532번길 7-1,,,/public/cafe/동성동/갤러리카페안.jpg,0,0,0,0,0,0,0,0,4000,35.19241627,128.0840192,0,0,0
109,골든라티오,동성동,경남 진주시 진양호로532번길 8-1,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19226337,128.0838427,0,0,0
110,더치앤빈 진주대로점,동성동,경남 진주시 진주대로 1035 진주지하상가 B-21,월~일 9:30~20:00,매달 5번째 일,/public/cafe/동성동/더치앤빈 진주대로점.jpg,0,0,0,0,0,0,0,0,2500,35.19201755,128.0845003,0,0,0
111,베럴하츠,동성동,경남 진주시 남강로659번길 10-1 1층,금~수 11:00~21:00,매달 2번째 목,/public/cafe/동성동/베럴하츠.jpg,1,1,0,0,1,1,0,0,4000,35.19198992,128.0836608,0,0,0
112,베이커디,동성동,경남 진주시 진주대로 1039,월~금 8:00~22:00 / 토~일 10:30~22:00,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,3600,35.19244274,128.0843744,0,0,0
113,엘리먼트브루,동성동,경남 진주시 진양호로532번길 8-2 1층 엘리먼트브루,목~화 12:00~21:00,수,/public/cafe/동성동/엘리먼트브루.jpg,1,1,0,0,0,0,0,0,4500,35.19229323,128.0837684,0,0,0
114,예날,동성동,경남 진주시 진주대로1040번길 4-1,월~토 10:00~20:30,,/public/cafe/동성동/예날.jpg,1,0,0,0,1,0,0,0,3500,35.1924245,128.085046,0,0,0
115,우리의정원,동성동,경남 진주시 진양호로 528 2층,화~일 12:00~21:00,월,/public/cafe/동성동/우리의정원.jpg,1,0,0,0,0,1,0,0,4000,35.1925995,128.0833911,0,0,0
116,인어스,동성동,경남 진주시 진주대로1032번길 5-1,월~일 11:00~21:00,,/public/cafe/동성동/인어스.jpg,1,0,0,0,1,1,0,0,3500,35.1920271,128.0852075,0,0,0
117,죽향 다구점,동성동,경남 진주시 남강로659번길 10-1,월~일 9:30~23:00,,/public/cafe/동성동/죽향 다구점.jpg,0,0,0,0,0,0,0,0,5000,35.1919854,128.0836566,0,0,0
118,죽향찻집,동성동,경남 진주시 남강로659번길 10-1 2층,월~일 10:00~22:00,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.1919854,128.0836566,0,0,0
119,카페 세모,동성동,경남 진주시 남강로673번길 5,,목,/public/cafe/동성동/카페 세모.jpg,1,0,0,0,0,1,0,0,3500,35.1917041,128.085338,0,0,0
120,커먼가든 바이홍가,동성동,경남 진주시 진주대로1040번길 13,월~일 9:00~10:00,,/public/cafe/동성동/커먼가든 바이홍가.jpg,0,0,0,0,0,0,0,0,3000,35.1927038,128.0859588,0,0,0
121,커피나무,동성동,경남 진주시 남강로659번길 6-2 커피나무,월~토 9:30~22:00,,/public/cafe/동성동/커피나무.jpg,0,0,0,0,0,1,0,0,10000,35.191513,128.0839921,0,0,0
122,CAFE1.25,망경동,경남 진주시 망경남길 65,월~일 10:00~22:00,,/public/cafe/망경동/CAFE1.25.jpg,1,0,0,0,0,1,0,0,3500,35.1832588,128.0826206,0,0,0
123,강프로고로케,망경동,경남 진주시 망경북길 28,,"첫째, 셋째주 일",/public/cafe/logo.png,0,0,0,0,0,0,0,0,3500,35.1853059,128.0818771,0,0,0
124,달달콩과자점,망경동,경남 진주시 천수로152번길 7,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.1782213,128.0858636,0,0,0
125,대곡상회,망경동,경남 진주시 강남로325번길 12 대곡상회,월~일 11:00~22:00,,/public/cafe/망경동/대곡상회.jpg,0,0,0,0,0,1,0,1,4500,35.1858307,128.0821372,0,0,0
126,도도수제청,망경동,경남 진주시 망경남길 24,월~금 9:00~21:00 / 토~일 9:00~19:00,,/public/cafe/logo.png,0,0,0,0,1,1,0,1,3500,35.1801769,128.0852115,0,0,0
127,도우 카페공방,망경동,경남 진주시 강남로 303-2 도우,월~일 10:00~24:00,,/public/cafe/망경동/도우 카페공방.jpg,0,0,0,0,0,1,0,1,10000,35.1874474,128.0840196,0,0,0
